,node1,n1_isTP1_dnb,n1_isTP2_dnb,node2,n2_isTP1_dnb,n2_isTP2_dnb,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
DNAJC8_SF3A2,DNAJC8,1,1,SF3A2,1,1,,,,,,,,1,,,,
POLR2E_TXNL4A,POLR2E,,1,TXNL4A,1,1,,,,,,,,1,,,,
CD59_TMED2,CD59,,,TMED2,1,1,,,,,,,,1,,,,
POLR2L_RPA3,POLR2L,1,1,RPA3,,1,,,,,,,,1,,,,
MRPL37_MRPL9,MRPL37,,1,MRPL9,,1,,,,,,,,1,,,,
AP1S1_HIP1R,AP1S1,,1,HIP1R,,,,,,,,,,1,,,,
RPL30_RPL7,RPL30,,,RPL7,1,1,,,,,,,,1,,,,
RPS27L_RPS5,RPS27L,,,RPS5,1,1,,,,,,,,1,,1,1,1
DNAJC8_HNRNPD,DNAJC8,1,1,HNRNPD,1,1,,,,,,,,1,,,,
RPL38_RPL41,RPL38,,1,RPL41,,1,,,,,,,,1,,,,
RPL24_RPL35A,RPL24,,,RPL35A,,1,,,,,,,,1,,,,
ANAPC11_UBE2J2,ANAPC11,,1,UBE2J2,,,,,,,,,,1,,,,
HLA-F_IFITM3,HLA-F,,,IFITM3,,,,,,,,,,1,,1,,
EBNA1BP2_FTSJ3,EBNA1BP2,1,,FTSJ3,1,,,,,,,,,1,,,,
EIF3E_RPL13,EIF3E,,1,RPL13,1,1,,,,,,,,1,,,,
DHX9_SF3B2,DHX9,1,1,SF3B2,1,1,,,,,,,,1,,1,,
RPL38_RPS4X,RPL38,,1,RPS4X,,1,,,,,,,,1,,,,
GGT6_GPX4,GGT6,,,GPX4,,,,,,,,,,1,,,,
RPL27_RPL7A,RPL27,1,1,RPL7A,,1,,,,,,,,1,,,,
PPIE_SF3B2,PPIE,,,SF3B2,1,1,,,,,,,,1,,,,
HNRNPM_SNRPG,HNRNPM,1,1,SNRPG,1,,,,,,,,,1,,,,
MRPS7_RPS3,MRPS7,1,1,RPS3,1,1,,,,,,,,1,,,,
CETN2_HMMR,CETN2,,1,HMMR,1,,,,,,,,,1,,,,
LSM4_PPIE,LSM4,,1,PPIE,,,,,,,,,,1,,,,
RFC3_XRCC3,RFC3,1,,XRCC3,1,1,,,,,,,,1,,,,
GRWD1_HEATR1,GRWD1,1,,HEATR1,1,,,,,,,,,1,,,,
RPN2_RPS14,RPN2,,1,RPS14,1,,,,,,,,,1,,,,1
DDX47_EXOSC8,DDX47,,,EXOSC8,1,,,,,,,,,1,,,,
PDS5A_SMC3,PDS5A,,,SMC3,,,,,,,,,,1,,,,
ARF1_ARFGAP1,ARF1,1,1,ARFGAP1,1,1,,,,,,,,1,,,,
RPL17_RPL22L1,RPL17,,1,RPL22L1,,,,,,,,,,1,,,,
CDC42_DNMBP,CDC42,,,DNMBP,,,,,,,,,,1,,,1,1
ELAVL2_SNRPG,ELAVL2,1,1,SNRPG,1,,,,,,,,,1,,,,
PPP2R5A_PSMA4,PPP2R5A,,,PSMA4,,1,,,,,,,,1,,,,1
RPL14_RPL15,RPL14,,1,RPL15,,1,,,,,,,,1,,,,
H2AFJ_PLK1,H2AFJ,,1,PLK1,1,1,,,,,,,,1,,1,,
H2AFZ_RUVBL1,H2AFZ,1,1,RUVBL1,1,1,,,,,,,,1,,1,,
HNRNPA3_SF3B5,HNRNPA3,,1,SF3B5,,,,,,,,,,1,,,,
HNRNPM_PPIH,HNRNPM,1,1,PPIH,1,1,,,,,,,,1,,,,
UBE2E3_UBE2S,UBE2E3,,1,UBE2S,1,1,,,,,,,,1,,1,,
CSF2_PIK3CD,CSF2,,,PIK3CD,1,1,,,,,,,,1,,,1,1
RPL18A_RPL6,RPL18A,1,1,RPL6,1,1,,,,,,,,1,,,,
ADH7_GSTT2B,ADH7,,,GSTT2B,,,,,,,,,,1,,,1,1
ACAA2_ACADVL,ACAA2,,,ACADVL,,,,,,,,,,1,,,,
DDX47_GRWD1,DDX47,,,GRWD1,1,,,,,,,,,1,,,,
ALYREF_WBP11,ALYREF,1,1,WBP11,1,1,,,,,,,,1,,,,
MRPL12_MRPL32,MRPL12,1,,MRPL32,1,,,,,,,,,1,,,,
GNB4_MAPK12,GNB4,,,MAPK12,1,,,,,,,,,1,,,,
PSMD13_PSMD4,PSMD13,,,PSMD4,,,,,,,,,,1,,,,
NOC2L_NOP56,NOC2L,1,,NOP56,1,,,,,,,,,1,,,,
BET1L_COPE,BET1L,1,1,COPE,,1,,,,,,,,1,,1,,
RPS10_RPS27,RPS10,,1,RPS27,,1,,,,,,,,1,,,,
PRKCZ_ROCK2,PRKCZ,1,,ROCK2,,,,,,,,,,1,,,,
NDC1_SNRPD1,NDC1,1,,SNRPD1,,1,,,,,,,,1,,1,,
NGEF_RAC2,NGEF,,1,RAC2,,1,,,,,,,,1,,,,
FLNA_GP1BB,FLNA,,,GP1BB,,1,,,,,,,,1,,,,
ACTN1_VCL,ACTN1,1,1,VCL,,1,,,,,,,,1,,,,
AURKB_NUDC,AURKB,1,,NUDC,1,,,,,,,,,1,1,,,
AJUBA_CETN2,AJUBA,,,CETN2,,1,,,,,,,,1,,,,
MRPL28_TUFM,MRPL28,,1,TUFM,,1,,,,,,,,1,,,,
EEF1B2_RPLP2,EEF1B2,,1,RPLP2,,1,,,,,,,,1,,,,
MRPL19_MRPS9,MRPL19,1,,MRPS9,,,,,,,,,,1,,,,
MRPL10_MRPL13,MRPL10,,1,MRPL13,1,,,,,,,,,1,,,,
ELAVL1_PRPF4,ELAVL1,1,,PRPF4,1,,,,,,,,,1,,,,
ALYREF_NUP37,ALYREF,1,1,NUP37,,,,,,,,,,1,,,,
LSM4_RBMX,LSM4,,1,RBMX,1,1,,,,,,,,1,,,,
IMPA2_INPP4B,IMPA2,,,INPP4B,,,,,,,,,,1,,,,
BIRC5_CASP3,BIRC5,1,,CASP3,,1,,,,,,,,1,,,,
SEC13_YKT6,SEC13,,1,YKT6,1,1,,,,,,,,1,,,,
ILK_PARP1,ILK,,,PARP1,1,,,,,,,,,1,,,1,1
RASA3_SPRED2,RASA3,,,SPRED2,,,,,,,,,,1,,1,,1
RPS15A_RPS3A,RPS15A,,1,RPS3A,,1,,,,,,,,1,,,,
PAGR1_PAXIP1,PAGR1,,,PAXIP1,,,,,,,,,,1,,,,
ERLIN2_RNF185,ERLIN2,,,RNF185,,,,,,,,,,1,1,,,1
EFL1_MRPL17,EFL1,,1,MRPL17,,,,,,,,,,1,,,,
AJUBA_EED,AJUBA,,,EED,,1,,,,,,,,1,,,,
CCNB1_GADD45G,CCNB1,1,1,GADD45G,,,,,,,,,,1,,,,
PRPF19_SF1,PRPF19,,,SF1,,,,,,,,,,1,,,1,1
PAXIP1_SUMO1,PAXIP1,,,SUMO1,,1,,,,,,,,1,,,,
PRKDC_XPC,PRKDC,,,XPC,,,,,,,,,,1,,,,
RPS27A_RPS8,RPS27A,1,1,RPS8,1,1,,,,,,,,1,,,,
AP2M1_RAB5B,AP2M1,,,RAB5B,,1,,,,,,,,1,,,1,1
CAPN1_VCL,CAPN1,,,VCL,,1,,,,,,,,1,,,,
SGPL1_SGPP2,SGPL1,,,SGPP2,,,,,,,,,,1,,,,
GNA15_HRAS,GNA15,,1,HRAS,1,1,,,,,,,,1,,,,
ADSL_ATIC,ADSL,,1,ATIC,,,,,,,,,,1,,,,
COL17A1_PLEC,COL17A1,,,PLEC,,,,,,,,,,1,,,1,
MRPL1_RPS2,MRPL1,,1,RPS2,1,1,,,,,,,,1,,,,
MTOR_SREBF1,MTOR,1,1,SREBF1,,,,,,,,,,1,,,,
RPL27_RPS5,RPL27,1,1,RPS5,1,1,,,,,,,,1,,,,
NUP62_THOC3,NUP62,1,,THOC3,,,,,,,,,,1,,,,
PA2G4_SDAD1,PA2G4,1,,SDAD1,1,,,,,,,,,1,,,,
RPL22_RPS5,RPL22,,1,RPS5,1,1,,,,,,,,1,,,,
SDAD1_UTP14A,SDAD1,1,,UTP14A,1,1,,,,,,,,1,,,,
CCNA2_PSMA4,CCNA2,1,,PSMA4,,1,,,,,,,,1,,,,
MRPL3_MRPL9,MRPL3,1,,MRPL9,,1,,,,,,,,1,,,,
NOC2L_NOL6,NOC2L,1,,NOL6,1,,,,,,,,,1,,,,
DDX47_RPS4Y1,DDX47,,,RPS4Y1,1,1,,,,,,,,1,,,,
MRPL10_MRPS18B,MRPL10,,1,MRPS18B,1,1,,,,,,,,1,,,,
MRPL35_MRPS34,MRPL35,,1,MRPS34,,1,,,,,,,,1,,1,,
CEP89_MARK4,CEP89,,,MARK4,,,,,,,,,,1,,,,
FBL_FCF1,FBL,1,1,FCF1,1,,,,,,,,,1,,,,
CCT8_XRN2,CCT8,1,,XRN2,1,,,,,,,,,1,,,,
ARAP3_RAC2,ARAP3,,,RAC2,,1,,,,,,,,1,,1,1,1
NFKB1_PSMB10,NFKB1,,1,PSMB10,1,1,,,,,,,,1,,,1,
NSA2_RPS5,NSA2,,1,RPS5,1,1,,,,,,,,1,,,1,
MRPL1_MRPS10,MRPL1,,1,MRPS10,,1,,,,,,,,1,,,,
MTOR_YWHAE,MTOR,1,1,YWHAE,1,,,,,,,,,1,,,,
NSF_STX5,NSF,,,STX5,,1,,,,,,,,1,,,,1
CPSF3_SNRPN,CPSF3,1,1,SNRPN,,1,,,,,,,,1,,,,1
GRPEL2_HSPA2,GRPEL2,1,1,HSPA2,1,,,,,,,,,1,1,,,
RPS9_SNU13,RPS9,1,1,SNU13,1,1,,,,,,,,1,,1,,1
PES1_PUM3,PES1,1,,PUM3,1,1,,,,,,,,1,,,,
MRPS15_MRTO4,MRPS15,,1,MRTO4,1,1,,,,,,,,1,,,,
INPP5K_PLCD1,INPP5K,,,PLCD1,,,,,,,,,,1,,,,
MRPL12_MRPL40,MRPL12,1,,MRPL40,,1,,,,,,,,1,,,,
HNRNPD_SNRPB2,HNRNPD,1,1,SNRPB2,,1,,,,,,,,1,,1,,
CHEK1_FAAP100,CHEK1,1,1,FAAP100,,,,,,,,,,1,,,,
RPL23_RPL30,RPL23,,,RPL30,,,,,,,,,,1,,,,
CUL3_TRIM11,CUL3,1,1,TRIM11,,1,,,,,,,,1,,,,
PPP2R1A_SMC3,PPP2R1A,,1,SMC3,,,,,,,,,,1,,,,
RAD51_RBBP8,RAD51,,1,RBBP8,1,,,,,,,,,1,,,,
MRPL2_MRPS26,MRPL2,,,MRPS26,,,,,,,,,,1,,,,
PTBP1_SF3B2,PTBP1,,,SF3B2,1,1,,,,,,,,1,,1,,
ALDH1B1_GATM,ALDH1B1,1,,GATM,,,,,,,,,,1,,,,
ITGA2_LAMC2,ITGA2,,,LAMC2,,,,,,,,,,1,,,,
ARFGAP3_HRAS,ARFGAP3,,,HRAS,1,1,,,,,,,,1,,,,
BCAR1_CAPN1,BCAR1,1,,CAPN1,,,,,,,,,,1,,,,
NSL1_SGO1,NSL1,,,SGO1,1,,,,,,,,,1,,1,,
PCBP2_PLRG1,PCBP2,1,1,PLRG1,,,,,,,,,,1,,,,
NUP37_SNRPD1,NUP37,,,SNRPD1,,1,,,,,,,,1,,1,,
SF3B2_SNRPC,SF3B2,1,1,SNRPC,1,,,,,,,,,1,,,,
GOLGA2_RAB1A,GOLGA2,,1,RAB1A,,,,,,,,,,1,,,1,
EIF2S2_EIF3E,EIF2S2,,1,EIF3E,,1,,,,,,,,1,,,,
RPS4X_RPS7,RPS4X,,1,RPS7,,1,,,,,,,,1,,,,
CCND3_SKP2,CCND3,,,SKP2,1,1,,,,,,,,1,,,,1
BUB1B_NUDC,BUB1B,1,1,NUDC,1,,,,,,,,,1,,,,
SNRNP200_SNRPD1,SNRNP200,1,1,SNRPD1,,1,,,,,,,,1,,1,,
NUP35_SARNP,NUP35,1,1,SARNP,,1,,,,,,,,1,,,,1
RNPS1_SRSF3,RNPS1,1,1,SRSF3,1,,,,,,,,,1,,,,
RPL34_RPL41,RPL34,,1,RPL41,,1,,,,,,,,1,,,,
FBL_WDR75,FBL,1,1,WDR75,,1,,,,,,,,1,,,,
SF3B6_SNU13,SF3B6,,,SNU13,1,1,,,,,,,,1,,,,1
RPL15_RPS4Y1,RPL15,,1,RPS4Y1,1,1,,,,,,,,1,,,,
FKBP1A_SNCA,FKBP1A,1,1,SNCA,,1,,,,,,,,1,,1,1,1
EIF2S2_RPL15,EIF2S2,,1,RPL15,,1,,,,,,,,1,,,,
TMED2_TRAPPC1,TMED2,1,1,TRAPPC1,,1,,,,,,,,1,,1,1,
RPL18_RPS11,RPL18,,1,RPS11,,1,,,,,,,,1,,,,
TFDP1_TRIM28,TFDP1,1,,TRIM28,,,,,,,,,,1,,,,1
STX17_YKT6,STX17,,,YKT6,1,1,,,,,,,,1,,,,1
ELAVL2_HNRNPA2B1,ELAVL2,1,1,HNRNPA2B1,,1,,,,,,,,1,,,,
GADD45GIP1_MRPL12,GADD45GIP1,1,1,MRPL12,1,,,,,,,,,1,,,,
RHOA_VCL,RHOA,,1,VCL,,1,,,,,,,,1,,,,
PES1_TSR1,PES1,1,,TSR1,1,,,,,,,,,1,,,,
RAN_YWHAB,RAN,,1,YWHAB,,1,,,,,,,,1,,,,
RPL13_RPS16,RPL13,1,1,RPS16,1,1,,,,,,,,1,,,,
RPL21_RPL34,RPL21,,1,RPL34,,1,,,,,,,,1,,,,
PES1_TEX10,PES1,1,,TEX10,,,,,,,,,,1,,,,
FIP1L1_PQBP1,FIP1L1,1,,PQBP1,1,1,,,,,,,,1,1,,,
ILK_RHOG,ILK,,,RHOG,,,,,,,,,,1,,,,1
GRWD1_RSL1D1,GRWD1,1,,RSL1D1,,,,,,,,,,1,,,,
EMC6_EMC8,EMC6,,,EMC8,,,,,,,,,,1,,,,
CCT7_VBP1,CCT7,,,VBP1,,,,,,,,,,1,,,,
CAPZB_WASHC5,CAPZB,,,WASHC5,,,,,,,,,,1,,,,
MCM5_MCM6,MCM5,1,,MCM6,1,,,,,,,,,1,1,,,
CD44_IRF5,CD44,,,IRF5,1,,,,,,,,,1,,1,,
CETN2_KDM1A,CETN2,,1,KDM1A,,1,,,,,,,,1,,,,
RPS6_RPS7,RPS6,1,1,RPS7,,1,,,,,,,,1,,,,
MRPL16_RPL26L1,MRPL16,1,,RPL26L1,1,1,,,,,,,,1,,,,
ALYREF_DHX9,ALYREF,1,1,DHX9,1,1,,,,,,,,1,,,,
PAICS_PFAS,PAICS,,,PFAS,,1,,,,,,,,1,,,,
ESF1_UTP14A,ESF1,1,,UTP14A,1,1,,,,,,,,1,,1,,
RPS18_RPS3A,RPS18,,1,RPS3A,,1,,,,,,,,1,,,,
DCTN1_KIF2C,DCTN1,,1,KIF2C,1,,,,,,,,,1,,,,
ITGA6_PLEC,ITGA6,,,PLEC,,,,,,,,,,1,,,,
ARPC2_EPN1,ARPC2,,,EPN1,,1,,,,,,,,1,,,,
EP400_RUVBL2,EP400,,,RUVBL2,1,1,,,,,,,,1,,,,
RPL22L1_RPL35A,RPL22L1,,,RPL35A,,1,,,,,,,,1,,,,
BORA_TUBB4A,BORA,1,,TUBB4A,,1,,,,,,,,1,,,1,1
MRPL9_MRPS30,MRPL9,,1,MRPS30,1,1,,,,,,,,1,,,,
RPS10_RPS19,RPS10,,1,RPS19,,1,,,,,,,,1,,,,
RUVBL1_ZNHIT1,RUVBL1,1,1,ZNHIT1,,,,,,,,,,1,,,,
PPP2R5A_YWHAB,PPP2R5A,,,YWHAB,,1,,,,,,,,1,,,,1
HNRNPK_PLRG1,HNRNPK,1,,PLRG1,,,,,,,,,,1,,,,
PPP4C_TIPRL,PPP4C,,1,TIPRL,,,,,,,,,,1,,,,
HRAS_RASAL1,HRAS,1,1,RASAL1,,,,,,,,,,1,,,,
GRB2_NRAS,GRB2,1,1,NRAS,1,1,,,,,,,,1,,,,
MCM5_ORC1,MCM5,1,,ORC1,1,,,,,,,,,1,1,,,
NUP155_THOC3,NUP155,1,,THOC3,,,,,,,,,,1,,,,
ALYREF_PAPOLA,ALYREF,1,1,PAPOLA,,1,,,,,,,,1,,,,
ITGA2_LAMB3,ITGA2,,,LAMB3,,,,,,,,,,1,,,,
RPL7A_RPS11,RPL7A,,1,RPS11,,1,,,,,,,,1,,,,
CDC16_LRSAM1,CDC16,1,1,LRSAM1,,,,,,,,,,1,,,,
DNAJC8_RBMX,DNAJC8,1,1,RBMX,1,1,,,,,,,,1,,,,
DDB2_POLD4,DDB2,,,POLD4,1,1,,,,,,,,1,,,,
EIF3H_RPS6,EIF3H,1,1,RPS6,1,1,,,,,,,,1,,,,
DNAJC8_PPIL1,DNAJC8,1,1,PPIL1,1,,,,,,,,,1,,,,
ALYREF_SNRPB2,ALYREF,1,1,SNRPB2,,1,,,,,,,,1,,,,
RPL13_RPL27,RPL13,1,1,RPL27,1,1,,,,,,,,1,,,,
MIB2_SMURF2,MIB2,,1,SMURF2,1,1,,,,,,,,1,,,,
RPS2_SEC61A1,RPS2,1,1,SEC61A1,,,,,,,,,,1,,,,
ELAVL1_MAGOHB,ELAVL1,1,,MAGOHB,,1,,,,,,,,1,,,,
CYBA_RAC2,CYBA,,1,RAC2,,1,,,,,,,,1,,,1,1
RPL15_RPL3,RPL15,,1,RPL3,1,1,,,,,,,,1,,,,
MRPL57_MRPS34,MRPL57,,,MRPS34,,1,,,,,,,,1,,,,
RXRA_THRB,RXRA,,,THRB,,,,,,,,,,1,,,,1
BIRC5_CASP7,BIRC5,1,,CASP7,,,,,,,,,,1,,,,
PSMA7_PSMB7,PSMA7,,,PSMB7,,1,,,,,,,,1,,,,
HRAS_PPP2R1A,HRAS,1,1,PPP2R1A,,1,,,,,,,,1,,,,
ALYREF_SNRNP200,ALYREF,1,1,SNRNP200,1,1,,,,,,,,1,,,,1
POLR2K_POLR3A,POLR2K,1,,POLR3A,,,,,,,,,,1,,,1,
PXN_VCL,PXN,1,,VCL,,1,,,,,,,,1,,,,
EBP_TM7SF2,EBP,,,TM7SF2,,,,,,,,,,1,,1,,
HRAS_YWHAE,HRAS,1,1,YWHAE,1,,,,,,,,,1,,,,
CDC27_UBE2S,CDC27,1,,UBE2S,1,1,,,,,,,,1,,1,,
HNRNPK_U2AF2,HNRNPK,1,,U2AF2,,,,,,,,,,1,,,,
CBX3_MTA2,CBX3,,,MTA2,1,,,,,,,,,1,,,,
HECTD1_UBE2L3,HECTD1,,1,UBE2L3,1,1,,,,,,,,1,,1,,
CCNA2_MCM5,CCNA2,1,,MCM5,1,,,,,,,,,1,,,,
CCNA2_CDT1,CCNA2,1,,CDT1,1,,,,,,,,,1,,,,
CCAR1_CPSF2,CCAR1,,,CPSF2,,1,,,,,,,,1,,,,1
RPL29_RPS8,RPL29,,1,RPS8,1,1,,,,,,,,1,,,,
COPB1_ZW10,COPB1,,,ZW10,,1,,,,,,,,1,,,,1
ALYREF_PPIL1,ALYREF,1,1,PPIL1,1,,,,,,,,,1,,,,
RPL10A_RPS10,RPL10A,1,1,RPS10,,1,,,,,,,,1,,,,
RPL27A_RPS25,RPL27A,,1,RPS25,,1,,,,,,,,1,,,,
SF3A2_SNRPD1,SF3A2,1,1,SNRPD1,,1,,,,,,,,1,,,,
RPL34_RPS19,RPL34,,1,RPS19,,1,,,,,,,,1,,,,
SAP30_SMARCA5,SAP30,,,SMARCA5,1,1,,,,,,,,1,,,,
HNRNPA0_PCBP2,HNRNPA0,,,PCBP2,1,1,,,,,,,,1,,,,
SF1_U2AF2,SF1,,,U2AF2,,,,,,,,,,1,,,,
NDC1_THOC3,NDC1,1,,THOC3,,,,,,,,,,1,,,,
ODC1_PSMD2,ODC1,,,PSMD2,,,,,,,,,,1,,1,,1
NUP62_SNRPD1,NUP62,1,,SNRPD1,,1,,,,,,,,1,,,,
HSPA9_TIMM44,HSPA9,1,1,TIMM44,1,,,,,,,,,1,,,,
PRPF40A_SNRPB2,PRPF40A,1,,SNRPB2,,1,,,,,,,,1,,,,
MRPL13_MRPS2,MRPL13,1,,MRPS2,,,,,,,,,,1,,,,1
DDX56_GNL3L,DDX56,1,1,GNL3L,,,,,,,,,,1,,,,
NAPA_STX2,NAPA,,1,STX2,,,,,,,,,,1,,1,,1
HNRNPA3_HNRNPK,HNRNPA3,,1,HNRNPK,1,,,,,,,,,1,,,,
MRPS10_MRPS15,MRPS10,,1,MRPS15,,1,,,,,,,,1,,1,,
RPL18_RPL27,RPL18,,1,RPL27,1,1,,,,,,,,1,,,,
HDAC5_YWHAB,HDAC5,,,YWHAB,,1,,,,,,,,1,,,,
EIF5B_RPL26L1,EIF5B,,,RPL26L1,1,1,,,,,,,,1,,,,
RPL27_RPL9,RPL27,1,1,RPL9,,1,,,,,,,,1,,,,
RPS9_SEC61B,RPS9,1,1,SEC61B,,,,,,,,,,1,,,,
RPL17_RPL34,RPL17,,1,RPL34,,1,,,,,,,,1,,,,
MRPS5_PLEC,MRPS5,,1,PLEC,,,,,,,,,,1,,1,,
COL7A1_LAMC2,COL7A1,,1,LAMC2,,,,,,,,,,1,,1,,
NCBP1_PPWD1,NCBP1,1,,PPWD1,,,,,,,,,,1,,,,1
CWC22_EFTUD2,CWC22,,,EFTUD2,1,,,,,,,,,1,,,,
HNRNPM_SRSF2,HNRNPM,1,1,SRSF2,1,1,,,,,,,,1,,,,
DHX15_U2AF2,DHX15,1,,U2AF2,,,,,,,,,,1,,,,
OTUD5_TRIM25,OTUD5,,,TRIM25,,1,,,,,,,,1,,,,
AURKAIP1_MRPS11,AURKAIP1,,,MRPS11,,,,,,,,,,1,,,,
RPS27A_RPS7,RPS27A,1,1,RPS7,,1,,,,,,,,1,,,,
CEP131_CEP78,CEP131,,,CEP78,,,,,,,,,,1,,,,
MRPL35_MRPL58,MRPL35,,1,MRPL58,,,,,,,,,,1,,1,,
ITGB3BP_MIS18A,ITGB3BP,,,MIS18A,,,,,,,,,,1,,,,
AGL_GBE1,AGL,,,GBE1,,,,,,,,,,1,,,,1
CDC20_LRSAM1,CDC20,1,,LRSAM1,,,,,,,,,,1,,,1,1
RPL27_RPL7,RPL27,1,1,RPL7,1,1,,,,,,,,1,,,,
PLA2G2F_PTDSS2,PLA2G2F,,1,PTDSS2,,1,,,,,,,,1,,1,,1
EIF4A1_RPL8,EIF4A1,,1,RPL8,1,1,,,,,,,,1,,,,
RPL18A_RPL37,RPL18A,1,1,RPL37,,1,,,,,,,,1,,,,
DHCR24_DHCR7,DHCR24,,,DHCR7,,,,,,,,,,1,,,,1
MRPS26_MRPS5,MRPS26,,,MRPS5,,1,,,,,,,,1,,,,
HIST1H2BD_NCAPG2,HIST1H2BD,1,,NCAPG2,,,,,,,,,,1,,1,,
ERO1A_PDIA6,ERO1A,,,PDIA6,,,,,,,,,,1,,,,
RPL18_RPS18,RPL18,,1,RPS18,,1,,,,,,,,1,,,,
FUS_SF1,FUS,,,SF1,,,,,,,,,,1,,,,
ATP1B1_BSG,ATP1B1,,,BSG,,,,,,,,,,1,,,,
HNRNPM_PCBP2,HNRNPM,1,1,PCBP2,1,1,,,,,,,,1,,,,
ILK_PARVA,ILK,,,PARVA,,,,,,,,,,1,,,,
PQBP1_RNPS1,PQBP1,1,1,RNPS1,1,1,,,,,,,,1,,,,1
RPL24_RPN2,RPL24,,,RPN2,,1,,,,,,,,1,,,,
POLD4_USP43,POLD4,1,1,USP43,,,,,,,,,,1,,,,
RACK1_RPL24,RACK1,1,1,RPL24,,,,,,,,,,1,,1,,
MRPL12_MRPL28,MRPL12,1,,MRPL28,,1,,,,,,,,1,,,,
KRT16_KRT6A,KRT16,,,KRT6A,,,,,,,,,,1,,1,,
SF3A2_TXNL4A,SF3A2,1,1,TXNL4A,1,1,,,,,,,,1,,,,
MRPL16_MRPS10,MRPL16,1,,MRPS10,,1,,,,,,,,1,,,,
COPG1_DCTN1,COPG1,,1,DCTN1,,1,,,,,,,,1,,,,1
MRPL9_TUFM,MRPL9,,1,TUFM,,1,,,,,,,,1,,,,
RPS2_RPS9,RPS2,1,1,RPS9,1,1,,,,,,,,1,,,,
INTS13_POLR2D,INTS13,,,POLR2D,1,1,,,,,,,,1,,,,
HNRNPM_YBX1,HNRNPM,1,1,YBX1,1,1,,,,,,,,1,,,,
DHX9_SNRPB2,DHX9,1,1,SNRPB2,,1,,,,,,,,1,,,,
MRPS15_RPS9,MRPS15,,1,RPS9,1,1,,,,,,,,1,,,1,
HNRNPUL1_PPIE,HNRNPUL1,1,,PPIE,,,,,,,,,,1,,,,
SFN_YWHAQ,SFN,1,1,YWHAQ,,,,,,,,,,1,,,,
KRR1_NMD3,KRR1,1,,NMD3,,,,,,,,,,1,,,,
RPL10A_RPL7A,RPL10A,1,1,RPL7A,,1,,,,,,,,1,,,,
HNRNPF_TXNL4A,HNRNPF,1,,TXNL4A,1,1,,,,,,,,1,,,,
ALYREF_PTBP1,ALYREF,1,1,PTBP1,,,,,,,,,,1,,,,
MRPS15_RPSA,MRPS15,,1,RPSA,1,1,,,,,,,,1,,1,,
H2AFZ_SMC3,H2AFZ,1,1,SMC3,,,,,,,,,,1,,1,,
NOC2L_RSL1D1,NOC2L,1,,RSL1D1,,,,,,,,,,1,,,,
SNRPB2_SNRPG,SNRPB2,,1,SNRPG,1,,,,,,,,,1,,,,
GRB2_ITGA1,GRB2,1,1,ITGA1,,,,,,,,,,1,,,,
DCTN1_RACGAP1,DCTN1,,1,RACGAP1,,,,,,,,,,1,,,,
HSF1_PTGES3,HSF1,,,PTGES3,1,,,,,,,,,1,,,1,
PUM3_RRP9,PUM3,1,1,RRP9,1,1,,,,,,,,1,,,,
CENPK_ZW10,CENPK,1,,ZW10,,1,,,,,,,,1,1,,,
CYC1_GRPEL2,CYC1,,,GRPEL2,1,1,,,,,,,,1,1,,,
ELAVL2_SF3B2,ELAVL2,1,1,SF3B2,1,1,,,,,,,,1,,,,
GTF3C1_GTF3C5,GTF3C1,,1,GTF3C5,,,,,,,,,,1,,,,
RPS7_UBA52,RPS7,,1,UBA52,1,,,,,,,,,1,,,,
H2AFZ_PCNA,H2AFZ,1,1,PCNA,1,1,,,,,,,,1,,1,,1
CERK_DEGS1,CERK,,,DEGS1,,1,,,,,,,,1,,,1,1
EEF1B2_EEF1G,EEF1B2,,1,EEF1G,,,,,,,,,,1,,,,
EBNA1BP2_PES1,EBNA1BP2,1,,PES1,1,,,,,,,,,1,,,,
CENPK_NUDC,CENPK,1,,NUDC,1,,,,,,,,,1,1,,,
MRPS10_RPL8,MRPS10,,1,RPL8,1,1,,,,,,,,1,,,,
LAMTOR4_RRAGA,LAMTOR4,,,RRAGA,,,,,,,,,,1,,,,1
CHTOP_U2AF1,CHTOP,,,U2AF1,,,,,,,,,,1,,1,,
SRSF2_THOC5,SRSF2,1,1,THOC5,1,,,,,,,,,1,,,,
CKAP5_TUBB4A,CKAP5,1,,TUBB4A,,1,,,,,,,,1,1,1,1,1
SNRPC_SRRM1,SNRPC,1,,SRRM1,,1,,,,,,,,1,,,,1
MTA2_UBTF,MTA2,1,,UBTF,1,1,,,,,,,,1,,,,
LSM4_SNRPD2,LSM4,,1,SNRPD2,,,,,,,,,,1,,,,
NT5C3B_UPRT,NT5C3B,,1,UPRT,,,,,,,,,,1,,,,
SEC22C_TRAPPC4,SEC22C,,1,TRAPPC4,,,,,,,,,,1,,,,
RPL13_RPS7,RPL13,1,1,RPS7,,1,,,,,,,,1,,,,
ARFGAP1_TMED2,ARFGAP1,1,1,TMED2,1,1,,,,,,,,1,,1,,
HNRNPA2B1_SNRNP200,HNRNPA2B1,,1,SNRNP200,1,1,,,,,,,,1,,,,1
ALYREF_ELAVL2,ALYREF,1,1,ELAVL2,1,1,,,,,,,,1,,,,
LMAN2_NSF,LMAN2,1,1,NSF,,,,,,,,,,1,,,,1
MRPL44_MRPS30,MRPL44,,,MRPS30,1,1,,,,,,,,1,,1,,1
